"job_no","job_date","job_type","job_status","property_id","room_level","room_name","line_id","alarm_required","alarm_brand","alarm_grade","alarm_interconnected","alarm_power","alarm_type","alarm_status","alarm_action","alarm_reason","expiry_year","expiry_month","image_id","image_name","image_type","image_status","decline_reason"
783636,"2024-07-09","Lease Service","Non-compliant",111359,"GF/Entrance","Bedroom 1",1888103,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2031","8",2382125,"742189692-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783636,"2024-07-09","Lease Service","Non-compliant",111359,"GF/Entrance","Bedroom 1",1888103,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2031","8",2382126,"742189703-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783636,"2024-07-09","Lease Service","Non-compliant",111359,"GF/Entrance","Bedroom 1",1888103,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2031","8",2382127,"742189684-smokealarm-bedroom-1.jpg","Images","Approved",""
783636,"2024-07-09","Lease Service","Non-compliant",111359,"GF/Entrance","Entrance Hall",1888104,"RFC","N/A","Standard","","LV","LT P/E","Non-compliant","Quote","Faulty","2034","7",2382128,"742189611-smokealarm-entrance-hall.jpg","Images","Approved",""
783636,"2024-07-09","Lease Service","Non-compliant",111359,"GF/Entrance","Entrance Hall",1888104,"RFC","N/A","Standard","","LV","LT P/E","Non-compliant","Quote","Faulty","2034","7",2382129,"742189624-smokealarm-entrance-hall.jpg","ExpiryImages","Approved",""
783636,"2024-07-09","Lease Service","Non-compliant",111359,"GF/Entrance","Entrance Hall",1888104,"RFC","N/A","Standard","","LV","LT P/E","Non-compliant","Quote","Faulty","2034","7",2382130,"742189628-smokealarm-entrance-hall.jpg","ExpiryImages","Approved",""
783636,"2024-07-09","Lease Service","Non-compliant",111359,"GF/Entrance","Hall - O/S Bedroom/s",1888102,"RFC","N/A","Standard","","LV","LT P/E","Non-compliant","Quote","Faulty","2034","7",2382122,"742189642-smokealarm-hall---o-s-bedroom-s.jpg","Images","Declined","Blurry image"
783636,"2024-07-09","Lease Service","Non-compliant",111359,"GF/Entrance","Hall - O/S Bedroom/s",1888102,"RFC","N/A","Standard","","LV","LT P/E","Non-compliant","Quote","Faulty","2034","7",2382123,"742189651-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783636,"2024-07-09","Lease Service","Non-compliant",111359,"GF/Entrance","Hall - O/S Bedroom/s",1888102,"RFC","N/A","Standard","","LV","LT P/E","Non-compliant","Quote","Faulty","2034","7",2382124,"742189657-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Entrance - O/S Bedroom/s",1841348,"RFC","Emerald Planet","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2031","12",2286687,"736991239-smokealarm-entrance---o-s-bedroom-s.jpg","Images","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Entrance - O/S Bedroom/s",1841348,"RFC","Emerald Planet","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2031","12",2286688,"736992120-smokealarm-entrance---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Entrance - O/S Bedroom/s",1841348,"RFC","Emerald Planet","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2031","12",2286689,"736992126-smokealarm-entrance---o-s-bedroom-s.jpg","ExpiryImages","Declined","Blurry image"
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 1",1841349,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286690,"736991138-smokealarm-bedroom-1.jpg","Images","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 1",1841349,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286691,"736991501-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 1",1841349,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286692,"736991505-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 2",1841350,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286693,"736991145-smokealarm-bedroom-2.jpg","Images","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 2",1841350,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286694,"736991521-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 2",1841350,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286695,"736991527-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Hall - O/S Bedroom/s",1841351,"RFC","Emerald Planet","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2031","12",2286696,"736991269-smokealarm-hall---o-s-bedroom-s.jpg","Images","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Hall - O/S Bedroom/s",1841351,"RFC","Emerald Planet","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2031","12",2286697,"736992097-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Hall - O/S Bedroom/s",1841351,"RFC","Emerald Planet","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2031","12",2286698,"736992106-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 3",1841352,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286699,"736991156-smokealarm-bedroom-3.jpg","Images","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 3",1841352,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286700,"736991543-smokealarm-bedroom-3.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 3",1841352,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286701,"736991548-smokealarm-bedroom-3.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 4",1841353,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286702,"736991163-smokealarm-bedroom-4.jpg","Images","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 4",1841353,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286703,"736991563-smokealarm-bedroom-4.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Bedroom 4",1841353,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2033","1",2286704,"736991569-smokealarm-bedroom-4.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Lounge - O/S Bedroom/s",1841354,"RFC","Emerald Planet","Standard","R/F","LV","LT P/E","Compliant","Replace (New Alarm)","Missing Alarm (Base Present)","2034","5",2286705,"736992029-smokealarm-lounge---o-s-bedroom-s.jpg","Images","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Lounge - O/S Bedroom/s",1841354,"RFC","Emerald Planet","Standard","R/F","LV","LT P/E","Compliant","Replace (New Alarm)","Missing Alarm (Base Present)","2034","5",2286706,"736992040-smokealarm-lounge---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783619,"2024-05-10","Lease Service","Compliant",134724,"GF/Entrance","Lounge - O/S Bedroom/s",1841354,"RFC","Emerald Planet","Standard","R/F","LV","LT P/E","Compliant","Replace (New Alarm)","Missing Alarm (Base Present)","2034","5",2286707,"736992044-smokealarm-lounge---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Lounge - O/S Bedroom/s",1829652,"RFC","Clipsal","Premium","Wire","LV","P/E","Compliant","Replace (New Alarm)","Faulty","2033","6",2275864,"736325450-smokealarm-lounge---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Lounge - O/S Bedroom/s",1829652,"RFC","Clipsal","Premium","Wire","LV","P/E","Compliant","Replace (New Alarm)","Faulty","2033","6",2275865,"736325455-smokealarm-lounge---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Lounge - O/S Bedroom/s",1829652,"RFC","Clipsal","Premium","Wire","LV","P/E","Compliant","Replace (New Alarm)","Faulty","2033","6",2275866,"736325133-smokealarm-lounge---o-s-bedroom-s.jpg","Images","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 2",1836075,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275870,"736325705-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 2",1836075,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275871,"736325710-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 2",1836075,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275872,"736325587-smokealarm-bedroom-2.jpg","Images","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 3",1836076,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275873,"736325805-smokealarm-bedroom-3.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 3",1836076,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275875,"736325769-smokealarm-bedroom-3.jpg","Images","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 3",1836076,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275874,"736325814-smokealarm-bedroom-3.jpg","ExpiryImages","Declined","Blurry image"
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 4",1836077,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275876,"736325879-smokealarm-bedroom-4.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 4",1836077,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275877,"736325886-smokealarm-bedroom-4.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 4",1836077,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275878,"736325852-smokealarm-bedroom-4.jpg","Images","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 1",1836074,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275867,"736325512-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 1",1836074,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275868,"736325521-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783433,"2024-05-02","Interim Service","Compliant",119537,"GF/Entrance","Bedroom 1",1836074,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2031","4",2275869,"736325300-smokealarm-bedroom-1.jpg","Images","Approved",""
783188,"2024-05-21","Lease Service","Compliant",73145,"GF/Entrance","Hall - O/S Bedroom/s",1848805,"RFC","Emerald Planet","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2031","5",2301918,"737951202-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Declined","Blurry image"
783188,"2024-05-21","Lease Service","Compliant",73145,"GF/Entrance","Hall - O/S Bedroom/s",1848805,"RFC","Emerald Planet","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2031","5",2301919,"737951206-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783188,"2024-05-21","Lease Service","Compliant",73145,"GF/Entrance","Hall - O/S Bedroom/s",1848805,"RFC","Emerald Planet","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2031","5",2301920,"737951185-smokealarm-hall---o-s-bedroom-s.jpg","Images","Approved",""
783188,"2024-05-21","Lease Service","Compliant",73145,"GF/Entrance","Bedroom 1",1848806,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2031","6",2301921,"737951144-smokealarm-bedroom-1.jpg","Images","Approved",""
783188,"2024-05-21","Lease Service","Compliant",73145,"GF/Entrance","Bedroom 1",1848806,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2031","6",2301922,"737951159-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783188,"2024-05-21","Lease Service","Compliant",73145,"GF/Entrance","Bedroom 1",1848806,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2031","6",2301923,"737951164-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783188,"2024-05-21","Lease Service","Compliant",73145,"GF/Entrance","Bedroom 2",1848807,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2031","6",2301924,"737951249-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783188,"2024-05-21","Lease Service","Compliant",73145,"GF/Entrance","Bedroom 2",1848807,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2031","6",2301925,"737951254-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783188,"2024-05-21","Lease Service","Compliant",73145,"GF/Entrance","Bedroom 2",1848807,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2031","6",2301926,"737951237-smokealarm-bedroom-2.jpg","Images","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Bedroom 1",1834298,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272153,"736218648-smokealarm-bedroom-1.jpg","Images","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Bedroom 1",1834298,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272154,"736218660-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Bedroom 1",1834298,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272155,"736218665-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Bedroom 2",1834299,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272156,"736218723-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Bedroom 2",1834299,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272157,"736218729-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Bedroom 2",1834299,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272158,"736218708-smokealarm-bedroom-2.jpg","Images","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Bedroom 3",1834300,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272159,"736218758-smokealarm-bedroom-3.jpg","Images","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Bedroom 3",1834300,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272160,"736218771-smokealarm-bedroom-3.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Bedroom 3",1834300,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272161,"736218780-smokealarm-bedroom-3.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Bedroom 4",1834301,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272162,"736218801-smokealarm-bedroom-4.jpg","Images","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Bedroom 4",1834301,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272163,"736218815-smokealarm-bedroom-4.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Bedroom 4",1834301,"RFC","Clipsal","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272164,"736218829-smokealarm-bedroom-4.jpg","ExpiryImages","Declined","Blurry image"
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Hall - O/S Bedroom/s",1834302,"RFC","Clipsal","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272165,"736218850-smokealarm-hall---o-s-bedroom-s.jpg","Images","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Hall - O/S Bedroom/s",1834302,"RFC","Clipsal","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272166,"736218870-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"1st Floor","Hall - O/S Bedroom/s",1834302,"RFC","Clipsal","Standard","R/F","LV","P/E","Compliant","Serviced Alarm","","2030","5",2272167,"736218876-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Hall",1834303,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272168,"736218986-smokealarm-hall.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Hall",1834303,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272169,"736218993-smokealarm-hall.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Hall",1834303,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272170,"736218973-smokealarm-hall.jpg","Images","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Bedroom 5",1834304,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272171,"736219050-smokealarm-bedroom-5.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Bedroom 5",1834304,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272172,"736219056-smokealarm-bedroom-5.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Bedroom 5",1834304,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272173,"736219038-smokealarm-bedroom-5.jpg","Images","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Entrance Hall",1834297,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272150,"736218614-smokealarm-entrance-hall.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Entrance Hall",1834297,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272151,"736218619-smokealarm-entrance-hall.jpg","ExpiryImages","Approved",""
783167,"2024-05-01","Once-off Service","Compliant",142750,"GF/Entrance","Entrance Hall",1834297,"RFC","Clipsal","Standard","R/F","9V","LT P/E","Compliant","Serviced Alarm","","2030","4",2272152,"736218599-smokealarm-entrance-hall.jpg","Images","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 1",1829638,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262566,"735537126-smokealarm-bedroom-1.jpg","Images","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 1",1829638,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262567,"735537133-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 1",1829638,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262568,"735537137-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 2",1829640,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262572,"735537378-smokealarm-bedroom-2.jpg","Images","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 2",1829640,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262573,"735537385-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 2",1829640,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262574,"735537389-smokealarm-bedroom-2.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 3",1829641,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262575,"735537454-smokealarm-bedroom-3.jpg","Images","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 3",1829641,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262576,"735537461-smokealarm-bedroom-3.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 3",1829641,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262577,"735537465-smokealarm-bedroom-3.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 4",1829642,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262578,"735537518-smokealarm-bedroom-4.jpg","Images","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 4",1829642,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262579,"735537527-smokealarm-bedroom-4.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Bedroom 4",1829642,"RFC","Emerald Planet","Standard","R/F","9V","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262580,"735537532-smokealarm-bedroom-4.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Hall - O/S Bedroom/s",1829639,"RFC","Emerald Planet","Standard","R/F","LV","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262569,"735537162-smokealarm-hall---o-s-bedroom-s.jpg","Images","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Hall - O/S Bedroom/s",1829639,"RFC","Emerald Planet","Standard","R/F","LV","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262570,"735537189-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Declined","Blurry image"
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Hall - O/S Bedroom/s",1829639,"RFC","Emerald Planet","Standard","R/F","LV","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262571,"735537194-smokealarm-hall---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Lounge - O/S Bedroom/s",1829637,"RFC","Emerald Planet","Standard","R/F","LV","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262563,"735536934-smokealarm-lounge---o-s-bedroom-s.jpg","Images","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Lounge - O/S Bedroom/s",1829637,"RFC","Emerald Planet","Standard","R/F","LV","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262564,"735536961-smokealarm-lounge---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783139,"2024-04-23","Once-off Service","Compliant",142744,"GF/Entrance","Lounge - O/S Bedroom/s",1829637,"RFC","Emerald Planet","Standard","R/F","LV","LT P/E","Compliant","Install (New Alarm)","QLD 2022","2034","4",2262565,"735536966-smokealarm-lounge---o-s-bedroom-s.jpg","ExpiryImages","Approved",""
783124,"2024-08-30","Annual Service","Non-compliant",142741,"GF/Entrance","Entrance",1935950,"RFC","Emerald Planet","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","10",2479890,"746678078-smokealarm-entrance.jpg","ExpiryImages","Approved",""
783124,"2024-08-30","Annual Service","Non-compliant",142741,"GF/Entrance","Entrance",1935950,"RFC","Emerald Planet","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","10",2479891,"746678082-smokealarm-entrance.jpg","ExpiryImages","Approved",""
783124,"2024-08-30","Annual Service","Non-compliant",142741,"GF/Entrance","Entrance",1935950,"RFC","Emerald Planet","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","10",2479892,"746677622-smokealarm-entrance.jpg","Images","Approved",""
783124,"2024-08-30","Annual Service","Non-compliant",142741,"GF/Entrance","Bedroom 1",1935951,"RFC","Emerald Planet","Standard","Wire","LV","P/E","Compliant","Serviced Alarm","","2030","10",2479893,"746678061-smokealarm-bedroom-1.jpg","ExpiryImages","Approved",""
